Date,Product,Sales,Unit_Price,Revenue,Month,Year
2024-07-01,Product 42,227,27.14,6160.91,7,2024
2024-08-01,Product 42,343,25.34,8693.18,8,2024
2024-09-01,Product 42,262,24.01,6290.0,9,2024
2024-10-01,Product 42,315,27.65,8710.87,10,2024
2024-11-01,Product 42,281,21.82,6131.22,11,2024
2024-12-01,Product 42,204,29.46,6010.08,12,2024
2024-01-01,Product 43,437,22.72,9929.96,1,2024
2024-02-01,Product 43,311,24.09,7491.16,2,2024
2024-03-01,Product 43,236,29.79,7030.28,3,2024
2024-04-01,Product 43,437,27.16,11868.8,4,2024
2024-05-01,Product 43,498,24.08,11991.76,5,2024
2024-06-01,Product 43,462,22.22,10265.51,6,2024
2024-07-01,Product 43,404,20.2,8159.63,7,2024
2024-08-01,Product 43,203,23.39,4748.72,8,2024
2024-09-01,Product 43,378,21.79,8234.9,9,2024
2024-10-01,Product 43,246,25.57,6289.54,10,2024
2024-11-01,Product 43,413,20.99,8670.69,11,2024
2024-12-01,Product 43,245,29.89,7322.39,12,2024
2024-01-01,Product 44,437,28.56,12479.39,1,2024
2024-02-01,Product 44,314,21.41,6723.0,2,2024
2024-03-01,Product 44,372,23.24,8645.24,3,2024
2024-04-01,Product 44,156,26.33,4107.86,4,2024
2024-05-01,Product 44,310,22.08,6844.45,5,2024
2024-06-01,Product 44,296,21.23,6283.42,6,2024
2024-07-01,Product 44,185,26.43,4889.41,7,2024
2024-08-01,Product 44,231,28.93,6682.07,8,2024
2024-09-01,Product 44,452,26.25,11863.92,9,2024
2024-10-01,Product 44,160,22.59,3615.08,10,2024
2024-11-01,Product 44,344,25.9,8910.61,11,2024
2024-12-01,Product 44,169,26.24,4434.81,12,2024
2024-01-01,Product 45,405,25.52,10335.79,1,2024
2024-02-01,Product 45,375,28.61,10729.01,2,2024
2024-03-01,Product 45,491,27.8,13648.62,3,2024
2024-04-01,Product 45,230,28.68,6597.48,4,2024
2024-05-01,Product 45,269,29.85,8030.64,5,2024
2024-06-01,Product 45,364,28.0,10191.47,6,2024
2024-07-01,Product 45,358,24.85,8895.51,7,2024
2024-08-01,Product 45,358,22.69,8121.86,8,2024
2024-09-01,Product 45,189,26.99,5100.82,9,2024
2024-10-01,Product 45,430,22.58,9708.92,10,2024
2024-11-01,Product 45,395,26.45,10447.96,11,2024
2024-12-01,Product 45,153,21.32,3262.38,12,2024
2024-01-01,Product 46,178,21.72,3865.59,1,2024
2024-02-01,Product 46,364,26.83,9766.79,2,2024
2024-03-01,Product 46,475,29.14,13842.92,3,2024
2024-04-01,Product 46,490,28.15,13793.77,4,2024
2024-05-01,Product 46,190,22.74,4320.7,5,2024
2024-06-01,Product 46,166,24.05,3992.71,6,2024
2024-07-01,Product 46,225,22.06,4964.45,7,2024
2024-08-01,Product 46,491,21.37,10492.11,8,2024
2024-09-01,Product 46,462,22.66,10471.22,9,2024
2024-10-01,Product 46,368,25.97,9558.48,10,2024
2024-11-01,Product 46,417,26.33,10980.02,11,2024
2024-12-01,Product 46,458,21.75,9963.2,12,2024
2024-01-01,Product 47,322,28.38,9138.7,1,2024
2024-02-01,Product 47,339,25.19,8539.13,2,2024
2024-03-01,Product 47,213,23.54,5013.75,3,2024
2024-04-01,Product 47,459,27.38,12567.57,4,2024
2024-05-01,Product 47,456,20.9,9531.94,5,2024
2024-06-01,Product 47,431,20.68,8914.16,6,2024
2024-07-01,Product 47,416,22.89,9520.97,7,2024
2024-08-01,Product 47,313,27.19,8510.61,8,2024
2024-09-01,Product 47,444,26.1,11590.2,9,2024
2024-10-01,Product 47,459,24.76,11365.07,10,2024
2024-11-01,Product 47,260,29.54,7680.63,11,2024
2024-12-01,Product 47,218,24.84,5414.59,12,2024
2024-01-01,Product 48,399,20.31,8104.42,1,2024
2024-02-01,Product 48,297,21.62,6421.18,2,2024
2024-03-01,Product 48,393,20.51,8062.1,3,2024
2024-04-01,Product 48,350,27.71,9698.19,4,2024
2024-05-01,Product 48,222,20.75,4606.81,5,2024
2024-06-01,Product 48,166,24.13,4005.24,6,2024
2024-07-01,Product 48,210,26.88,5645.65,7,2024
2024-08-01,Product 48,191,24.6,4697.99,8,2024
2024-09-01,Product 48,440,28.19,12404.05,9,2024
2024-10-01,Product 48,378,20.02,7568.84,10,2024
2024-11-01,Product 48,251,25.9,6501.48,11,2024
2024-12-01,Product 48,424,23.15,9813.89,12,2024
2024-01-01,Product 49,454,21.37,9701.16,1,2024
2024-02-01,Product 49,479,26.91,12887.78,2,2024
2024-03-01,Product 49,452,20.87,9431.91,3,2024
2024-04-01,Product 49,229,28.73,6579.05,4,2024
2024-05-01,Product 49,413,26.39,10898.86,5,2024
2024-06-01,Product 49,230,26.59,6115.2,6,2024
2024-07-01,Product 49,347,29.81,10342.6,7,2024
2024-08-01,Product 49,238,26.47,6299.06,8,2024
2024-09-01,Product 49,208,29.88,6214.35,9,2024
2024-10-01,Product 49,175,20.39,3569.0,10,2024
2024-11-01,Product 49,415,25.88,10741.29,11,2024
2024-12-01,Product 49,431,25.68,11067.84,12,2024
2024-01-01,Product 50,399,23.13,9228.29,1,2024
2024-02-01,Product 50,484,26.97,13055.51,2,2024
2024-03-01,Product 50,286,21.93,6270.83,3,2024
2024-04-01,Product 50,477,29.71,14171.95,4,2024
2024-05-01,Product 50,364,27.95,10175.04,5,2024
2024-06-01,Product 50,372,28.62,10646.8,6,2024
2024-07-01,Product 50,252,20.37,5133.26,7,2024
2024-08-01,Product 50,308,23.65,7283.27,8,2024
2024-09-01,Product 50,257,21.21,5449.86,9,2024
2024-10-01,Product 50,247,28.85,7125.95,10,2024
2024-11-01,Product 50,320,23.4,7487.6,11,2024
2024-12-01,Product 50,332,24.04,7982.89,12,2024
2024-01-01,Product 51,188,23.15,4352.75,1,2024
2024-02-01,Product 51,153,27.91,4269.81,2,2024
2024-03-01,Product 51,359,25.2,9047.4,3,2024
2024-04-01,Product 51,257,22.33,5738.71,4,2024
2024-05-01,Product 51,460,24.62,11324.94,5,2024
2024-06-01,Product 51,183,20.21,3698.92,6,2024
2024-07-01,Product 51,396,21.85,8654.47,7,2024
2024-08-01,Product 51,423,29.39,12432.26,8,2024
2024-09-01,Product 51,376,20.7,7783.31,9,2024
2024-10-01,Product 51,451,23.51,10601.71,10,2024
2024-11-01,Product 51,467,24.8,11581.02,11,2024
2024-12-01,Product 51,334,25.81,8619.73,12,2024
2024-01-01,Product 52,385,29.84,11488.72,1,2024
2024-02-01,Product 52,415,20.92,8680.55,2,2024
2024-03-01,Product 52,489,27.38,13386.78,3,2024
2024-04-01,Product 52,326,21.1,6880.15,4,2024
2024-05-01,Product 52,291,22.97,6684.28,5,2024
2024-06-01,Product 52,473,27.16,12844.57,6,2024
2024-07-01,Product 52,442,20.42,9026.05,7,2024
2024-08-01,Product 52,342,29.1,9953.36,8,2024
2024-09-01,Product 52,222,21.09,4683.02,9,2024
2024-10-01,Product 52,493,21.24,10473.48,10,2024
2024-11-01,Product 52,336,29.5,9911.87,11,2024
2024-12-01,Product 52,210,22.59,4743.86,12,2024
2024-01-01,Product 53,347,29.82,10348.69,1,2024
2024-02-01,Product 53,468,29.45,13781.35,2,2024
2024-03-01,Product 53,160,29.04,4645.96,3,2024
2024-04-01,Product 53,375,21.67,8126.38,4,2024
2024-05-01,Product 53,201,20.65,4150.62,5,2024
2024-06-01,Product 53,221,29.43,6503.44,6,2024
2024-07-01,Product 53,212,22.31,4728.81,7,2024
2024-08-01,Product 53,392,25.13,9849.74,8,2024
2024-09-01,Product 53,479,20.47,9804.87,9,2024
2024-10-01,Product 53,462,22.2,10258.65,10,2024
2024-11-01,Product 53,390,29.57,11533.35,11,2024
2024-12-01,Product 53,411,28.01,11511.16,12,2024
2024-01-01,Product 54,203,29.69,6027.28,1,2024
2024-02-01,Product 54,326,25.18,8209.53,2,2024
2024-03-01,Product 54,169,29.95,5061.39,3,2024
2024-04-01,Product 54,210,22.6,4746.49,4,2024
2024-05-01,Product 54,327,24.91,8146.18,5,2024
2024-06-01,Product 54,294,21.54,6332.45,6,2024
2024-07-01,Product 54,309,24.63,7611.85,7,2024
2024-08-01,Product 54,418,22.24,9295.56,8,2024
2024-09-01,Product 54,238,25.93,6171.2,9,2024
2024-10-01,Product 54,247,24.57,6069.86,10,2024
2024-11-01,Product 54,472,22.73,10728.37,11,2024
2024-12-01,Product 54,178,28.89,5141.97,12,2024
2024-01-01,Product 55,375,28.62,10732.98,1,2024
2024-02-01,Product 55,158,23.29,3679.9,2,2024
2024-03-01,Product 55,174,25.51,4438.49,3,2024
2024-04-01,Product 55,375,24.08,9031.7,4,2024
2024-05-01,Product 55,187,22.6,4225.74,5,2024
2024-06-01,Product 55,325,24.96,8111.6,6,2024
2024-07-01,Product 55,186,22.2,4129.54,7,2024
2024-08-01,Product 55,433,20.76,8989.65,8,2024
2024-09-01,Product 55,230,20.62,4741.49,9,2024
2024-10-01,Product 55,450,24.81,11162.64,10,2024
2024-11-01,Product 55,498,29.07,14474.44,11,2024
2024-12-01,Product 55,472,23.48,11081.66,12,2024
2024-01-01,Product 56,189,25.66,4849.23,1,2024
2024-02-01,Product 56,386,27.34,10552.89,2,2024
2024-03-01,Product 56,365,27.97,10210.6,3,2024
2024-04-01,Product 56,317,22.45,7117.56,4,2024
2024-05-01,Product 56,208,28.67,5963.97,5,2024
2024-06-01,Product 56,318,23.34,7422.15,6,2024
2024-07-01,Product 56,194,26.97,5233.09,7,2024
2024-08-01,Product 56,319,21.06,6717.61,8,2024
2024-09-01,Product 56,304,27.53,8368.26,9,2024
2024-10-01,Product 56,156,28.82,4495.35,10,2024
2024-11-01,Product 56,194,28.72,5571.38,11,2024
2024-12-01,Product 56,180,28.26,5086.47,12,2024
2024-01-01,Product 57,309,23.35,7215.52,1,2024
2024-02-01,Product 57,307,29.09,8929.71,2,2024
2024-03-01,Product 57,231,28.18,6509.5,3,2024
2024-04-01,Product 57,355,27.57,9786.06,4,2024
2024-05-01,Product 57,161,20.06,3230.28,5,2024
2024-06-01,Product 57,373,20.84,7773.69,6,2024
2024-07-01,Product 57,304,29.81,9062.81,7,2024
2024-08-01,Product 57,166,21.16,3512.3,8,2024
2024-09-01,Product 57,337,20.09,6770.57,9,2024
2024-10-01,Product 57,312,21.28,6640.76,10,2024
2024-11-01,Product 57,223,24.32,5423.9,11,2024
2024-12-01,Product 57,468,23.92,11195.27,12,2024
2024-01-01,Product 58,484,29.32,14191.02,1,2024
2024-02-01,Product 58,427,29.37,12541.97,2,2024
2024-03-01,Product 58,391,29.47,11523.93,3,2024
2024-04-01,Product 58,341,27.08,9234.87,4,2024
2024-05-01,Product 58,342,20.58,7038.09,5,2024
2024-06-01,Product 58,269,20.46,5503.05,6,2024
2024-07-01,Product 58,455,29.9,13605.18,7,2024
2024-08-01,Product 58,324,29.69,9619.16,8,2024
2024-09-01,Product 58,313,26.48,8286.91,9,2024
2024-10-01,Product 58,156,20.66,3222.38,10,2024
2024-11-01,Product 58,182,23.24,4228.97,11,2024
2024-12-01,Product 58,228,28.19,6426.83,12,2024
2024-01-01,Product 59,207,20.01,4142.13,1,2024
2024-02-01,Product 59,375,29.97,11239.22,2,2024
2024-03-01,Product 59,248,24.51,6079.44,3,2024
2024-04-01,Product 59,188,25.27,4750.81,4,2024
2024-05-01,Product 59,434,26.94,11690.58,5,2024
2024-06-01,Product 59,437,20.82,9100.01,6,2024
2024-07-01,Product 59,233,26.55,6185.01,7,2024
2024-08-01,Product 59,176,28.68,5047.78,8,2024
2024-09-01,Product 59,385,20.31,7820.51,9,2024
2024-10-01,Product 59,170,29.1,4946.19,10,2024
2024-11-01,Product 59,233,23.98,5586.39,11,2024
2024-12-01,Product 59,406,23.21,9422.22,12,2024
2024-01-01,Product 60,164,27.46,4503.17,1,2024
2024-02-01,Product 60,312,20.31,6337.14,2,2024
2024-03-01,Product 60,430,27.15,11674.17,3,2024
2024-04-01,Product 60,423,28.64,12116.24,4,2024
2024-05-01,Product 60,357,25.43,9079.34,5,2024
2024-06-01,Product 60,209,21.86,4567.75,6,2024
2024-07-01,Product 60,294,20.91,6148.02,7,2024
2024-08-01,Product 60,157,27.71,4350.35,8,2024
2024-09-01,Product 60,323,25.3,8173.04,9,2024
2024-10-01,Product 60,348,26.26,9139.25,10,2024
2024-11-01,Product 60,330,29.12,9609.06,11,2024
2024-12-01,Product 60,195,24.62,4801.09,12,2024
2024-01-01,Product 61,371,21.17,7855.21,1,2024
2024-02-01,Product 61,422,26.07,11002.83,2,2024
2024-03-01,Product 61,489,24.3,11884.2,3,2024
2024-04-01,Product 61,315,22.26,7010.45,4,2024
2024-05-01,Product 61,468,26.52,12409.11,5,2024
2024-06-01,Product 61,266,25.9,6890.1,6,2024
2024-07-01,Product 61,221,23.1,5105.9,7,2024
2024-08-01,Product 61,354,21.5,7609.52,8,2024
2024-09-01,Product 61,426,20.72,8828.62,9,2024
2024-10-01,Product 61,469,23.96,11235.11,10,2024
2024-11-01,Product 61,244,27.22,6641.41,11,2024
2024-12-01,Product 61,160,26.95,4311.97,12,2024
2024-01-01,Product 62,438,29.53,12932.6,1,2024
2024-02-01,Product 62,416,24.81,10318.91,2,2024
2024-03-01,Product 62,237,21.46,5085.84,3,2024
2024-04-01,Product 62,225,29.87,6719.99,4,2024
2024-05-01,Product 62,309,20.18,6236.76,5,2024
2024-06-01,Product 62,459,26.18,12017.33,6,2024
2024-07-01,Product 62,297,23.46,6967.67,7,2024
2024-08-01,Product 62,391,23.26,9096.46,8,2024
2024-09-01,Product 62,151,25.34,3826.71,9,2024
2024-10-01,Product 62,382,23.51,8979.39,10,2024
2024-11-01,Product 62,226,20.79,4697.59,11,2024
2024-12-01,Product 62,252,21.33,5374.44,12,2024
2024-01-01,Product 63,239,26.89,6427.82,1,2024
2024-02-01,Product 63,292,22.0,6424.44,2,2024
2024-03-01,Product 63,454,29.52,13400.04,3,2024
2024-04-01,Product 63,466,27.06,12612.18,4,2024
2024-05-01,Product 63,158,29.36,4639.22,5,2024
2024-06-01,Product 63,372,25.41,9453.62,6,2024
2024-07-01,Product 63,353,28.71,10134.52,7,2024
2024-08-01,Product 63,327,26.25,8584.75,8,2024
2024-09-01,Product 63,233,23.39,5450.92,9,2024
2024-10-01,Product 63,400,24.84,9937.59,10,2024
2024-11-01,Product 63,233,25.53,5948.49,11,2024
2024-12-01,Product 63,463,27.84,12889.14,12,2024
2024-01-01,Product 64,152,20.41,3101.95,1,2024
2024-02-01,Product 64,337,27.32,9205.46,2,2024
2024-03-01,Product 64,161,22.47,3617.84,3,2024
2024-04-01,Product 64,174,28.72,4996.9,4,2024
2024-05-01,Product 64,271,23.29,6311.64,5,2024
2024-06-01,Product 64,387,23.37,9043.79,6,2024
2024-07-01,Product 64,370,27.9,10321.88,7,2024
2024-08-01,Product 64,332,20.44,6784.96,8,2024
2024-09-01,Product 64,449,25.55,11473.58,9,2024
2024-10-01,Product 64,360,22.28,8022.44,10,2024
2024-11-01,Product 64,461,29.75,13713.8,11,2024
2024-12-01,Product 64,280,20.82,5828.27,12,2024
2024-01-01,Product 65,392,26.8,10506.49,1,2024
2024-02-01,Product 65,242,24.18,5852.53,2,2024
2024-03-01,Product 65,356,22.58,8037.35,3,2024
2024-04-01,Product 65,481,21.74,10457.87,4,2024
2024-05-01,Product 65,362,27.27,9872.35,5,2024
2024-06-01,Product 65,173,24.25,4196.1,6,2024
2024-07-01,Product 65,153,27.35,4185.09,7,2024
2024-08-01,Product 65,169,25.05,4233.19,8,2024
2024-09-01,Product 65,199,28.67,5705.39,9,2024
2024-10-01,Product 65,245,25.88,6340.74,10,2024
2024-11-01,Product 65,399,27.25,10873.78,11,2024
2024-12-01,Product 65,377,28.73,10832.81,12,2024
2024-01-01,Product 66,411,26.55,10912.09,1,2024
2024-02-01,Product 66,392,25.92,10162.01,2,2024
2024-03-01,Product 66,395,23.59,9318.65,3,2024
2024-04-01,Product 66,280,26.23,7344.31,4,2024
2024-05-01,Product 66,189,28.36,5360.04,5,2024
2024-06-01,Product 66,374,21.32,7972.06,6,2024
2024-07-01,Product 66,157,24.05,3776.34,7,2024
2024-08-01,Product 66,236,26.33,6212.8,8,2024
2024-09-01,Product 66,163,29.71,4843.37,9,2024
2024-10-01,Product 66,442,28.54,12616.38,10,2024
2024-11-01,Product 66,190,22.47,4269.74,11,2024
2024-12-01,Product 66,465,24.05,11183.35,12,2024
2024-01-01,Product 67,163,25.15,4099.15,1,2024
2024-02-01,Product 67,233,25.93,6041.58,2,2024
2024-03-01,Product 67,475,26.52,12597.59,3,2024
2024-04-01,Product 67,494,29.69,14668.9,4,2024
2024-05-01,Product 67,215,28.58,6144.67,5,2024
2024-06-01,Product 67,410,23.25,9533.28,6,2024
2024-07-01,Product 67,313,29.7,9295.54,7,2024
2024-08-01,Product 67,452,22.35,10100.73,8,2024
2024-09-01,Product 67,159,20.73,3296.86,9,2024
2024-10-01,Product 67,419,23.31,9766.43,10,2024
2024-11-01,Product 67,242,23.37,5655.55,11,2024
2024-12-01,Product 67,499,21.46,10707.33,12,2024
2024-01-01,Product 68,282,22.49,6341.37,1,2024
2024-02-01,Product 68,320,29.49,9435.47,2,2024
2024-03-01,Product 68,462,21.67,10011.73,3,2024
2024-04-01,Product 68,433,20.37,8818.79,4,2024
2024-05-01,Product 68,324,26.64,8630.73,5,2024
2024-06-01,Product 68,314,27.82,8734.82,6,2024
2024-07-01,Product 68,269,28.06,7547.25,7,2024
2024-08-01,Product 68,305,28.64,8735.86,8,2024
2024-09-01,Product 68,257,25.4,6527.56,9,2024
2024-10-01,Product 68,483,20.57,9935.73,10,2024
2024-11-01,Product 68,442,29.37,12979.8,11,2024
2024-12-01,Product 68,434,26.4,11457.61,12,2024
2024-01-01,Product 69,184,24.52,4512.05,1,2024
2024-02-01,Product 69,394,20.89,8228.91,2,2024
2024-03-01,Product 69,310,25.07,7772.43,3,2024
2024-04-01,Product 69,355,26.88,9543.14,4,2024
2024-05-01,Product 69,425,29.87,12693.18,5,2024
2024-06-01,Product 69,365,26.86,9803.78,6,2024
2024-07-01,Product 69,275,29.52,8117.48,7,2024
2024-08-01,Product 69,455,29.73,13527.59,8,2024
2024-09-01,Product 69,188,24.55,4614.91,9,2024
2024-10-01,Product 69,327,23.43,7660.48,10,2024
2024-11-01,Product 69,443,21.4,9478.66,11,2024
2024-12-01,Product 69,275,23.08,6346.81,12,2024
2024-01-01,Product 70,485,29.4,14258.13,1,2024
2024-02-01,Product 70,157,29.7,4662.76,2,2024
2024-03-01,Product 70,278,27.31,7591.71,3,2024
2024-04-01,Product 70,306,24.44,7477.88,4,2024
2024-05-01,Product 70,154,29.63,4563.55,5,2024
2024-06-01,Product 70,324,26.93,8724.11,6,2024
2024-07-01,Product 70,460,29.79,13701.7,7,2024
2024-08-01,Product 70,263,22.44,5902.11,8,2024
2024-09-01,Product 70,175,28.69,5020.58,9,2024
2024-10-01,Product 70,381,27.69,10548.06,10,2024
2024-11-01,Product 70,477,27.96,13334.58,11,2024
2024-12-01,Product 70,438,26.01,11390.67,12,2024
2024-01-01,Product 71,436,26.59,11592.74,1,2024
2024-02-01,Product 71,202,26.67,5387.28,2,2024
2024-03-01,Product 71,239,23.49,5613.09,3,2024
2024-04-01,Product 71,341,20.48,6984.4,4,2024
2024-05-01,Product 71,222,28.66,6363.49,5,2024
2024-06-01,Product 71,238,28.71,6832.39,6,2024
2024-07-01,Product 71,222,20.9,4640.87,7,2024
2024-08-01,Product 71,308,27.38,8434.42,8,2024
2024-09-01,Product 71,473,26.51,12536.92,9,2024
2024-10-01,Product 71,251,23.27,5840.85,10,2024
2024-11-01,Product 71,251,24.38,6119.81,11,2024
2024-12-01,Product 71,231,28.78,6647.93,12,2024
2024-01-01,Product 72,428,24.36,10424.3,1,2024
2024-02-01,Product 72,480,23.76,11403.23,2,2024
2024-03-01,Product 72,459,26.49,12159.25,3,2024
2024-04-01,Product 72,362,23.25,8415.0,4,2024
2024-05-01,Product 72,225,26.1,5872.12,5,2024
2024-06-01,Product 72,292,26.95,7870.76,6,2024
2024-07-01,Product 72,465,25.48,11850.52,7,2024
2024-08-01,Product 72,454,25.46,11557.42,8,2024
2024-09-01,Product 72,440,22.27,9799.99,9,2024
2024-10-01,Product 72,416,26.03,10830.35,10,2024
2024-11-01,Product 72,259,26.43,6844.27,11,2024
2024-12-01,Product 72,414,23.8,9852.31,12,2024
2024-01-01,Product 73,431,29.51,12720.87,1,2024
2024-02-01,Product 73,266,28.14,7484.62,2,2024
2024-03-01,Product 73,302,23.8,7188.19,3,2024
2024-04-01,Product 73,453,25.8,11688.18,4,2024
2024-05-01,Product 73,449,24.77,11120.36,5,2024
2024-06-01,Product 73,192,27.65,5308.58,6,2024
2024-07-01,Product 73,475,27.47,13047.66,7,2024
2024-08-01,Product 73,170,21.96,3732.82,8,2024
2024-09-01,Product 73,485,26.47,12840.25,9,2024
2024-10-01,Product 73,273,29.55,8066.22,10,2024
2024-11-01,Product 73,441,29.27,12908.22,11,2024
2024-12-01,Product 73,420,21.97,9228.05,12,2024
2024-01-01,Product 74,290,23.52,6819.71,1,2024
2024-02-01,Product 74,439,21.66,9510.2,2,2024
2024-03-01,Product 74,201,26.7,5366.89,3,2024
2024-04-01,Product 74,306,28.03,8577.26,4,2024
2024-05-01,Product 74,440,25.81,11356.1,5,2024
2024-06-01,Product 74,255,26.1,6656.35,6,2024
2024-07-01,Product 74,295,24.0,7079.72,7,2024
2024-08-01,Product 74,226,24.14,5454.62,8,2024
2024-09-01,Product 74,494,25.22,12461.06,9,2024
2024-10-01,Product 74,412,26.81,11046.21,10,2024
2024-11-01,Product 74,223,28.0,6243.51,11,2024
2024-12-01,Product 74,308,27.09,8343.86,12,2024
2024-01-01,Product 75,461,27.93,12877.61,1,2024
2024-02-01,Product 75,447,29.18,13042.35,2,2024
2024-03-01,Product 75,233,24.84,5786.66,3,2024
2024-04-01,Product 75,412,28.16,11600.88,4,2024
2024-05-01,Product 75,321,20.43,6559.35,5,2024
2024-06-01,Product 75,196,29.51,5784.75,6,2024
2024-07-01,Product 75,267,25.15,6715.52,7,2024
2024-08-01,Product 75,369,22.28,8221.61,8,2024
2024-09-01,Product 75,158,26.47,4181.64,9,2024
2024-10-01,Product 75,270,28.4,7667.63,10,2024
2024-11-01,Product 75,221,27.7,6121.58,11,2024
2024-12-01,Product 75,198,22.37,4429.0,12,2024
2024-01-01,Product 76,442,23.02,10175.11,1,2024
2024-02-01,Product 76,301,28.23,8496.07,2,2024
2024-03-01,Product 76,209,26.71,5583.28,3,2024
2024-04-01,Product 76,494,20.96,10351.94,4,2024
2024-05-01,Product 76,313,21.5,6728.57,5,2024
2024-06-01,Product 76,391,21.53,8418.17,6,2024
2024-07-01,Product 76,198,27.37,5419.01,7,2024
2024-08-01,Product 76,375,24.73,9273.34,8,2024
2024-09-01,Product 76,298,20.96,6245.23,9,2024
2024-10-01,Product 76,442,26.42,11677.51,10,2024
2024-11-01,Product 76,309,26.38,8151.3,11,2024
2024-12-01,Product 76,227,26.32,5974.68,12,2024
2024-01-01,Product 77,403,21.42,8631.35,1,2024
2024-02-01,Product 77,469,21.36,10019.9,2,2024
2024-03-01,Product 77,234,26.76,6261.47,3,2024
2024-04-01,Product 77,191,24.28,4637.86,4,2024
2024-05-01,Product 77,316,27.25,8609.47,5,2024
2024-06-01,Product 77,429,21.28,9130.81,6,2024
2024-07-01,Product 77,168,26.03,4373.41,7,2024
2024-08-01,Product 77,251,25.78,6471.75,8,2024
2024-09-01,Product 77,316,27.73,8761.49,9,2024
2024-10-01,Product 77,185,20.86,3858.47,10,2024
2024-11-01,Product 77,313,21.92,6860.54,11,2024
2024-12-01,Product 77,285,23.67,6745.82,12,2024
2024-01-01,Product 78,219,23.55,5157.44,1,2024
2024-02-01,Product 78,345,24.42,8426.31,2,2024
2024-03-01,Product 78,465,20.68,9614.4,3,2024
2024-04-01,Product 78,154,20.7,3187.69,4,2024
2024-05-01,Product 78,309,25.4,7848.64,5,2024
2024-06-01,Product 78,379,25.93,9826.76,6,2024
2024-07-01,Product 78,216,25.33,5471.19,7,2024
2024-08-01,Product 78,207,23.33,4829.31,8,2024
2024-09-01,Product 78,475,20.52,9748.61,9,2024
2024-10-01,Product 78,321,26.62,8544.5,10,2024
2024-11-01,Product 78,358,29.95,10723.82,11,2024
2024-12-01,Product 78,435,23.34,10151.03,12,2024
2024-01-01,Product 79,299,25.62,7661.27,1,2024
2024-02-01,Product 79,185,29.62,5479.08,2,2024
2024-03-01,Product 79,436,27.55,12011.09,3,2024
2024-04-01,Product 79,460,25.36,11664.81,4,2024
2024-05-01,Product 79,307,24.5,7522.64,5,2024
2024-06-01,Product 79,161,23.48,3779.59,6,2024
2024-07-01,Product 79,285,27.95,7967.03,7,2024
2024-08-01,Product 79,293,23.83,6980.8,8,2024
2024-09-01,Product 79,428,23.99,10269.07,9,2024
2024-10-01,Product 79,253,20.2,5110.67,10,2024
2024-11-01,Product 79,397,25.4,10083.63,11,2024
2024-12-01,Product 79,270,26.72,7213.21,12,2024
2024-01-01,Product 80,233,26.24,6112.95,1,2024
2024-02-01,Product 80,380,28.65,10885.81,2,2024
2024-03-01,Product 80,421,25.07,10553.79,3,2024
2024-04-01,Product 80,375,20.63,7736.66,4,2024
2024-05-01,Product 80,441,23.03,10156.8,5,2024
2024-06-01,Product 80,263,23.42,6158.6,6,2024
2024-07-01,Product 80,490,23.46,11496.98,7,2024
2024-08-01,Product 80,398,25.54,10164.13,8,2024
2024-09-01,Product 80,480,28.25,13561.37,9,2024
2024-10-01,Product 80,339,24.47,8296.02,10,2024
2024-11-01,Product 80,345,28.73,9913.01,11,2024
2024-12-01,Product 80,411,29.19,11998.7,12,2024
2024-01-01,Product 81,292,29.92,8737.1,1,2024
2024-02-01,Product 81,250,23.91,5977.61,2,2024
2024-03-01,Product 81,161,29.31,4718.26,3,2024
2024-04-01,Product 81,191,25.4,4850.89,4,2024
2024-05-01,Product 81,440,26.74,11766.94,5,2024
2024-06-01,Product 81,307,27.21,8354.77,6,2024
2024-07-01,Product 81,216,27.9,6026.47,7,2024
2024-08-01,Product 81,163,20.81,3391.9,8,2024
2024-09-01,Product 81,312,21.74,6781.4,9,2024
2024-10-01,Product 81,279,22.24,6203.88,10,2024
2024-11-01,Product 81,355,29.76,10563.42,11,2024
2024-12-01,Product 81,405,29.33,11877.56,12,2024
2024-01-01,Product 82,430,24.79,10661.22,1,2024
2024-02-01,Product 82,438,29.23,12801.68,2,2024
2024-03-01,Product 82,419,21.39,8963.24,3,2024
2024-04-01,Product 82,485,27.65,13409.33,4,2024
2024-05-01,Product 82,174,26.66,4639.37,5,2024
2024-06-01,Product 82,174,22.33,3884.64,6,2024
2024-07-01,Product 82,322,25.5,8209.49,7,2024
2024-08-01,Product 82,437,21.22,9273.29,8,2024
2024-09-01,Product 82,241,23.12,5571.48,9,2024
2024-10-01,Product 82,483,28.76,13891.59,10,2024
2024-11-01,Product 82,465,28.51,13259.24,11,2024
2024-12-01,Product 82,309,22.16,6847.56,12,2024
2024-01-01,Product 83,403,26.03,10488.29,1,2024
2024-02-01,Product 83,300,21.52,6456.07,2,2024
2024-03-01,Product 83,154,27.81,4282.37,3,2024
2024-04-01,Product 83,415,22.12,9178.78,4,2024
2024-05-01,Product 83,416,27.54,11457.69,5,2024
2024-06-01,Product 83,205,22.97,4709.58,6,2024
2024-07-01,Product 83,232,21.71,5035.94,7,2024
2024-08-01,Product 83,298,21.21,6321.73,8,2024
2024-09-01,Product 83,339,22.65,7679.66,9,2024
2024-10-01,Product 83,412,26.92,11091.7,10,2024
2024-11-01,Product 83,401,26.18,10498.39,11,2024
2024-12-01,Product 83,409,29.97,12256.49,12,2024
2024-01-01,Product 84,422,22.33,9421.76,1,2024
